Year Plot,Plot,community,year,slope,Pos,Maint,RowCol,Herb,Mix,native_species_richness,total_native_cover,NN.Cov,ACMGLA,ACMSTR,ARTCAL,CASEXS,CIROCC,DEIFAS,ENCCAL,ERIFAS,ESCCAL,EUCCHR,GRICAM,ISOMEN,LEYCON,LUPMIC,LUPSUC,MALSAX,MIRCAL,PHACIC,PLAERE,SALAPI,SALCOL,STIPUL,photo_cwm,wue_cwm,sla_cwm,N_cwm,seed_cwm,rdiam_cwm,rmf_cwm,srl_cwm,rtd_cwm,multivariate_FDis,photo_fd,wue_fd,sla_fd,N_fd,seed_fd,rdiam_fd,rmf_fd,srl_fd,rtd_fd
2014 CSSAllLNorthUpper11_W,CSSAllLNorthUpper11_W,CSS,2014,North,Upper,L,11,W,All,5,33.33333333,0,4.166666667,0,12.5,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,4.166666667,0,4.166666667,0,0,11.6743248,89.58311786,79.61745894,2.755833333,0.00069325,0.403230778,0.578176275,178.1896824,0.051594006,1.698334748,0.605733247,0.982664884,0.457439694,0.277518642,0.087257422,0.298299147,0.588197671,0.520535672,0.326094927
2014 CSSAllLNorthUpper13_W,CSSAllLNorthUpper13_W,CSS,2014,North,Upper,L,13,W,All,6,45.83333333,4.166666667,0,0,8.333333333,0,0,0,4.166666667,12.5,0,0,0,0,0,0,0,4.166666667,0,8.333333333,0,8.333333333,0,0,14.25874725,81.73435391,91.17480828,3.221515152,0.000932727,0.391615451,0.55596416,195.6421529,0.048944056,2.230034431,0.687607658,1.114610457,0.804054762,0.830855438,0.110136556,0.257441921,0.611615987,0.585986771,0.391047727
2014 CSSAllLNorthUpper21_W,CSSAllLNorthUpper21_W,CSS,2014,North,Upper,L,21,W,All,2,58.33333333,16.66666667,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,0,0,0,0,21.17865267,39.3259941,119.9005991,3.792380952,0.000798143,0.331657143,0.456027675,359.4584229,0.03407793,0.653427547,0.259190282,0.340791472,0.086811414,0.148420395,0.014365178,0.039404109,0.332582391,0.259569179,0.185305278
2014 CSSAllLNorthUpper23_W,CSSAllLNorthUpper23_W,CSS,2014,North,Upper,L,23,W,All,5,50,0,0,0,8.333333333,0,0,0,12.5,8.333333333,0,0,0,0,0,0,0,0,0,16.66666667,0,4.166666667,0,0,15.99889823,79.62411571,99.60834124,3.597222222,0.000964333,0.382311819,0.535385028,225.7410568,0.046195924,2.414547017,0.604188858,1.338267388,0.578918424,0.779509268,0.08022635,0.247289267,0.84873084,0.881763375,0.549872439
2014 CSSAllLNorthUpper33_W,CSSAllLNorthUpper33_W,CSS,2014,North,Upper,L,33,W,All,1,8.333333333,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSAllLNorthUpper41_W,CSSAllLNorthUpper41_W,CSS,2014,North,Upper,L,41,W,All,2,20.83333333,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,12.94088647,121.0140401,90.61386694,3.766,0.002005,0.459365714,0.576376744,124.7632079,0.050155622,1.68898582,0.635278752,0.043113669,0.835707904,1.290615458,0.088796055,0.046396653,0.260982982,0.042487334,0.056432092
2014 CSSAllLNorthUpper43_W,CSSAllLNorthUpper43_W,CSS,2014,North,Upper,L,43,W,All,1,16.66666667,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSAllLSouthEast11_W,CSSAllLSouthEast11_W,CSS,2014,South,East,L,11,W,All,3,87.5,0,12.5,0,29.16666667,0,0,0,0,45.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21142518,86.24714885,71.98714222,2.726825397,0.000351905,0.39000376,0.585678887,165.3853685,0.055288623,1.216427896,0.443873544,0.800223573,0.361901764,0.068435305,0.02470397,0.265680188,0.364906015,0.296156624,0.044277417
2014 CSSAllLSouthEast21_W,CSSAllLSouthEast21_W,CSS,2014,South,East,L,21,W,All,3,41.66666667,0,0,0,4.166666667,0,0,0,0,29.16666667,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,15.97832749,63.63342083,73.08996079,2.967333333,0.0004383,0.340591949,0.543386399,228.5972415,0.05104527,1.262727339,0.322248464,0.452464474,0.517746737,0.321950915,0.023576491,0.046614905,0.553360975,0.518951588,0.445979493
2014 CSSAllLSouthEast32_W,CSSAllLSouthEast32_W,CSS,2014,South,East,L,32,W,All,1,8.333333333,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSAllLSouthEast42_W,CSSAllLSouthEast42_W,CSS,2014,South,East,L,42,W,All,2,16.66666667,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,13.2816745,80.5898965,53.09850243,2.55,0.000973375,0.370961428,0.570319584,177.6966728,0.054016394,1.064204272,0.41887327,0.814941147,0.107855603,0.272392968,0.12889836,0.240511059,0.204866097,0.260681916,0.150766531
2014 CSSAllLSouthEast51_W,CSSAllLSouthEast51_W,CSS,2014,South,East,L,51,W,All,3,37.5,4.166666667,0,0,0,0,0,0,0,20.83333333,0,0,0,0,8.333333333,0,0,0,0,0,0,8.333333333,0,0,15.90203235,84.39622807,62.88404554,2.752222222,0.001235278,0.38386455,0.590124096,157.8247096,0.060338804,1.579072538,0.584123368,0.768543456,0.352316527,0.321100433,0.136890405,0.24675985,0.455111818,0.388419218,0.610762974
2014 CSSAllLSouthWest11_W,CSSAllLSouthWest11_W,CSS,2014,South,West,L,11,W,All,3,58.33333333,0,8.333333333,0,0,0,0,0,8.333333333,41.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25805831,82.59426363,69.36907548,3.094761905,0.000603929,0.388983307,0.564209532,170.016514,0.054588809,1.266447305,0.103767079,0.887767252,0.410862836,0.475806019,0.047656439,0.352253999,0.088992433,0.345324841,0.094661381
2014 CSSAllLSouthWest21_W,CSSAllLSouthWest21_W,CSS,2014,South,West,L,21,W,All,3,79.16666667,0,0,0,0,0,0,0,16.66666667,37.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,13.04734867,95.50725346,66.09051381,2.965789474,0.001367132,0.40374406,0.572966326,158.0895422,0.05257332,1.715862265,0.510147858,1.06566399,0.521381441,0.748904195,0.134492533,0.30051471,0.235733335,0.328959057,0.177016956
2014 CSSAllLSouthWest32_W,CSSAllLSouthWest32_W,CSS,2014,South,West,L,32,W,All,5,41.66666667,0,4.166666667,0,8.333333333,0,0,0,4.166666667,20.83333333,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,12.75733256,90.15864073,71.37159263,2.881333334,0.00071955,0.397296886,0.579930998,161.6992977,0.054261435,1.448792846,0.456988219,0.916344604,0.4557439,0.372094653,0.085561545,0.301665852,0.322376384,0.315302306,0.12166696
2014 CSSAllLSouthWest42_W,CSSAllLSouthWest42_W,CSS,2014,South,West,L,42,W,All,4,45.83333333,0,0,0,8.333333333,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4.166666667,0,8.333333333,0,0,12.95888789,80.0335002,66.50915629,2.682121212,0.000802045,0.3703195,0.568672424,191.3590564,0.052368858,1.41850257,0.566527029,0.890937086,0.431005313,0.263364036,0.103915282,0.20906111,0.439129466,0.353521187,0.290919907
2014 CSSAllLSouthWest51_W,CSSAllLSouthWest51_W,CSS,2014,South,West,L,51,W,All,3,29.16666667,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,12.91343433,99.53508503,65.35089131,2.695714286,0.000939786,0.462405431,0.577383967,133.5286669,0.053451569,1.47300437,0.279782583,1.098769745,0.30939842,0.192235196,0.075021863,0.512496394,0.200542582,0.483859279,0.115118536
2014 CSSAllLSouthWest61_W,CSSAllLSouthWest61_W,CSS,2014,South,West,L,61,W,All,1,16.66666667,4.166666667,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSAllLSouthWest72_W,CSSAllLSouthWest72_W,CSS,2014,South,West,L,72,W,All,3,41.66666667,8.333333333,0,0,4.166666667,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.00072862,86.76306389,56.05221489,2.494,0.00106635,0.382847714,0.578749864,169.4391835,0.053686581,1.29866112,0.53197473,0.940756108,0.168585115,0.297347679,0.14673975,0.260661803,0.303355775,0.296201414,0.169080055
2014 CSSAllLSouthWest82_W,CSSAllLSouthWest82_W,CSS,2014,South,West,L,82,W,All,2,83.33333333,0,0,0,0,0,0,0,0,70.83333333,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,14.15378272,75.01569978,54.40018794,2.632666667,0.000731825,0.35755819,0.566356773,185.5549591,0.054688363,0.723658905,0.284833823,0.55415998,0.07334181,0.185227219,0.087650885,0.16354752,0.139308946,0.177263703,0.102521241
2014 CSSAllMNorthLower11_W,CSSAllMNorthLower11_W,CSS,2014,North,Lower,M,11,W,All,2,79.16666667,0,0,0,0,0,0,0,12.5,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71651722,75.0919964,66.73900378,3.109298246,0.000545632,0.355426867,0.560442279,186.5144845,0.054945574,0.886676292,0.054914663,0.554022714,0.386511209,0.521857317,0.042212657,0.144851802,0.000690095,0.161321617,0.075650453
2014 CSSAllMNorthLower13_W,CSSAllMNorthLower13_W,CSS,2014,North,Lower,M,13,W,All,2,25,0,0,0,0,0,0,0,16.66666667,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.53680537,102.2797919,100.2059304,4.245555556,0.001113167,0.413341587,0.56053805,151.6245714,0.052526517,1.481898802,0.091778673,0.92593611,0.645974752,0.872178202,0.070549857,0.242090279,0.001153354,0.269616221,0.126434323
2014 CSSAllMNorthLower21_W,CSSAllMNorthLower21_W,CSS,2014,North,Lower,M,21,W,All,4,66.66666667,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,4.166666667,0,0,0,0,0,0,16.66666667,0,0,13.8497548,83.12534515,55.70874398,2.59,0.001112333,0.378183174,0.57725164,169.7705123,0.055745125,1.280798394,0.485603312,0.856189349,0.145805868,0.309297822,0.140941602,0.259863632,0.309522812,0.325204726,0.219874671
2014 CSSAllMNorthLower23_W,CSSAllMNorthLower23_W,CSS,2014,North,Lower,M,23,W,All,1,12.5,4.166666667,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07423553,120.0924855,122.1325375,4.99,0.001485,0.451285714,0.560600796,128.7656628,0.050941618,0,0,0,0,0,0,0,0,0,0
2014 CSSAllMNorthLower31_W,CSSAllMNorthLower31_W,CSS,2014,North,Lower,M,31,W,All,1,54.16666667,0,0,0,0,0,0,0,0,54.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSAllMNorthLower33_W,CSSAllMNorthLower33_W,CSS,2014,North,Lower,M,33,W,All,2,37.5,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,7.709872016,116.20282,44.78217833,2.021851852,0.002516611,0.456593227,0.595637543,127.4909547,0.04972326,0.560568505,0.220641064,0.429269411,0.056812828,0.143482716,0.067897079,0.126688953,0.107913006,0.137313931,0.079416115
2014 CSSAllMNorthUpper11_W,CSSAllMNorthUpper11_W,CSS,2014,North,Upper,M,11,W,All,3,66.66666667,0,0,0,16.66666667,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,11.16944506,89.05506908,62.10989048,2.513333333,0.000903875,0.383923095,0.586441769,166.8758073,0.054031822,1.303572294,0.549782995,0.873320362,0.334619613,0.256283707,0.133843333,0.22236401,0.358836402,0.26951039,0.151228073
2014 CSSAllMNorthUpper13_W,CSSAllMNorthUpper13_W,CSS,2014,North,Upper,M,13,W,All,3,45.83333333,0,0,0,0,0,0,0,20.83333333,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,13.8163274,106.1467961,82.70258358,3.546363636,0.001535318,0.42574961,0.571305786,144.7394597,0.051702447,1.867226178,0.494304454,0.839817046,0.792025122,1.153185907,0.096998965,0.230459708,0.216074455,0.253816751,0.130339754
2014 CSSAllMNorthUpper21_W,CSSAllMNorthUpper21_W,CSS,2014,North,Upper,M,21,W,All,2,54.16666667,4.166666667,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,45.83333333,0,0,0,0,21.46922683,47.76888561,122.0340668,4.053589743,0.000949808,0.346309637,0.461124073,337.3364271,0.035261213,1.20619153,0.1732031,0.867579659,0.000669467,0.253172774,0.023433415,0.154561395,0.421962237,0.567703878,0.288667897
2014 CSSAllMNorthUpper23_W,CSSAllMNorthUpper23_W,CSS,2014,North,Upper,M,23,W,All,5,54.16666667,0,0,0,0,0,0,0,8.333333333,4.166666667,0,0,0,0,0,0,0,0,0,33.33333333,0,4.166666667,0,0,19.54148402,58.84907242,110.006913,3.811111111,0.001078708,0.360774591,0.485496165,297.9750261,0.038819835,2.075361781,0.465669873,1.25951581,0.443109326,0.429905748,0.059739894,0.232663848,0.780443763,0.911541637,0.511322107
2014 CSSAllMNorthUpper31_W,CSSAllMNorthUpper31_W,CSS,2014,North,Upper,M,31,W,All,5,79.16666667,12.5,0,0,8.333333333,0,0,0,4.166666667,41.66666667,0,0,0,0,0,0,0,0,0,20.83333333,0,4.166666667,0,0,15.98958864,67.53467344,80.2038375,3.111754386,0.000653184,0.353264218,0.538408242,231.860992,0.04897098,1.75906942,0.43787533,0.711523038,0.640490783,0.530554939,0.059320356,0.145223538,0.691986324,0.667635532,0.521495972
2014 CSSAllMNorthUpper33_W,CSSAllMNorthUpper33_W,CSS,2014,North,Upper,M,33,W,All,3,16.66666667,0,0,0,4.166666667,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,15.05130838,67.11076115,81.77996596,3.001666667,0.00042075,0.347857436,0.547190951,231.000522,0.049890223,1.667998078,0.514771145,0.65115669,0.561829787,0.387354517,0.030719308,0.099154099,0.717925832,0.638059657,0.522920682
2014 CSSAllMNorthUpper41_W,CSSAllMNorthUpper41_W,CSS,2014,North,Upper,M,41,W,All,2,20.83333333,0,0,0,0,0,0,0,4.166666667,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78440314,77.34202086,69.50868047,3.203333334,0.0005926,0.360219809,0.560450205,183.6270434,0.054745376,1.066967138,0.066080645,0.666673999,0.465101821,0.627968305,0.050795897,0.174305001,0.000830415,0.194123679,0.091032712
2014 CSSAllMNorthUpper43_W,CSSAllMNorthUpper43_W,CSS,2014,North,Upper,M,43,W,All,2,33.33333333,0,0,0,12.5,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29360088,79.35216356,69.86979828,2.701666667,0.00026525,0.356895833,0.584595834,181.1110904,0.055719458,1.001497546,0.507251529,0.618799246,0.373334681,0.060409731,0.018543647,0.116293696,0.416735632,0.179479586,0.001730783
2014 CSSAllMSouthEast11_W,CSSAllMSouthEast11_W,CSS,2014,South,East,M,11,W,All,3,62.5,0,0,0,33.33333333,0,0,0,16.66666667,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3857997,98.96359441,93.11829639,3.274,0.0005187,0.39546019,0.594856748,155.9707487,0.05446131,1.398494133,0.5974019,0.503847079,0.341912766,0.804174337,0.073336434,0.142470708,0.441804225,0.146391047,0.112312468
2014 CSSAllMSouthEast21_W,CSSAllMSouthEast21_W,CSS,2014,South,East,M,21,W,All,5,79.16666667,0,4.166666667,0,8.333333333,0,0,0,8.333333333,50,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,15.29878662,75.53166496,75.31652327,3.101929825,0.000536158,0.366809913,0.556254358,197.8375054,0.052593369,1.392057396,0.262197875,0.772964798,0.529283727,0.493817223,0.043277749,0.217321937,0.32858926,0.330417397,0.275031205
2014 CSSAllMSouthEast32_W,CSSAllMSouthEast32_W,CSS,2014,South,East,M,32,W,All,2,16.66666667,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,12.5,0,0,10.62272621,100.452064,63.00593657,2.418333333,0.002301875,0.435420055,0.560789848,182.8842402,0.044835028,2.154278452,0.745783036,1.283293029,0.651932539,0.643638223,0.103124024,0.258868486,0.811662426,0.85088035,0.371692609
2014 CSSAllMSouthEast42_W,CSSAllMSouthEast42_W,CSS,2014,South,East,M,42,W,All,2,50,8.333333333,0,0,0,0,0,0,0,45.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,16.38011311,66.08899952,59.2006299,2.881111111,0.000654958,0.338714444,0.5581783,191.9552746,0.057617102,0.40310546,0.215597947,0.040412331,0.115364883,0.200470811,0.074472039,0.011063406,0.056469003,0.087367395,0.210690496
2014 CSSAllMSouthEast51_W,CSSAllMSouthEast51_W,CSS,2014,South,East,M,51,W,All,3,75,8.333333333,0,0,8.333333333,0,0,0,0,62.5,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,15.11770279,71.75538351,62.71376851,2.785185185,0.000420861,0.347370635,0.572804295,187.0194099,0.057237111,0.640915519,0.230676907,0.331447659,0.234251882,0.075972073,0.022596491,0.079092686,0.28471901,0.152196817,0.173310372
2014 CSSAllMSouthWest11_W,CSSAllMSouthWest11_W,CSS,2014,South,West,M,11,W,All,2,41.66666667,16.66666667,0,0,20.83333333,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23748616,83.58474985,74.37549231,2.683333334,0.0002305,0.363376667,0.592656926,175.7006577,0.055727173,1.068264049,0.541068298,0.660052529,0.39822366,0.064437046,0.01977989,0.124046609,0.444518008,0.191444892,0.001846168
2014 CSSAllMSouthWest21_W,CSSAllMSouthWest21_W,CSS,2014,South,West,M,21,W,All,4,62.5,0,0,0,8.333333333,0,0,0,16.66666667,33.33333333,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,15.15735289,85.2397566,88.02533577,3.504222223,0.000619167,0.383431746,0.56755432,169.1357863,0.053794489,1.668188233,0.278166523,0.883491174,0.746479835,0.91018955,0.065711611,0.234680362,0.210821413,0.266152953,0.152701662
2014 CSSAllMSouthWest32_W,CSSAllMSouthWest32_W,CSS,2014,South,West,M,32,W,All,4,91.66666667,0,0,0,12.5,0,0,0,8.333333333,66.66666667,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,14.05997893,78.66350469,66.6563273,2.902121212,0.000542795,0.360964112,0.571024866,181.6339022,0.054967046,1.032354998,0.331377311,0.681005227,0.377991556,0.33356217,0.053383889,0.163639586,0.238928748,0.202121926,0.07637274
2014 CSSAllMSouthWest42_W,CSSAllMSouthWest42_W,CSS,2014,South,West,M,42,W,All,3,20.83333333,0,0,0,4.166666667,0,0,0,0,12.5,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,14.94811976,72.88785768,91.53760741,3.242,0.0002817,0.373953333,0.568789509,176.2406547,0.05378225,1.577682735,0.40653036,0.430834166,0.932916622,0.733879378,0.014992872,0.209588844,0.309420842,0.22400163,0.184708973
2014 CSSAllMSouthWest51_W,CSSAllMSouthWest51_W,CSS,2014,South,West,M,51,W,All,4,70.83333333,0,4.166666667,0,8.333333333,0,0,0,8.333333333,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.47884197,80.34490316,69.82244801,3.01,0.000498941,0.371467188,0.569574001,176.9644609,0.054967856,1.145045507,0.255979354,0.753519106,0.420171548,0.409364764,0.039646442,0.229779999,0.207411031,0.254491996,0.072654712
2014 CSSAllMSouthWest61_W,CSSAllMSouthWest61_W,CSS,2014,South,West,M,61,W,All,3,20.83333333,0,0,0,4.166666667,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,12.02794506,84.5749362,60.95845562,2.562,0.000797,0.374629143,0.581235926,172.9691236,0.054364721,1.216310907,0.527791675,0.838387548,0.277872338,0.222132072,0.11315805,0.21346945,0.344482946,0.258729975,0.128949494
2014 CSSAllMSouthWest72_W,CSSAllMSouthWest72_W,CSS,2014,South,West,M,72,W,All,3,58.33333333,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,12.5,0,8.333333333,0,0,15.67458426,67.75284333,68.56390408,2.88,0.000818071,0.354408618,0.540921895,224.2411215,0.049746485,1.457336489,0.361939099,0.608672077,0.506167959,0.377835407,0.082070137,0.160065578,0.578325863,0.572534416,0.457692363
2014 CSSAllMSouthWest82_W,CSSAllMSouthWest82_W,CSS,2014,South,West,M,82,W,All,5,45.83333333,4.166666667,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4.166666667,0,8.333333333,4.166666667,0,15.99827828,73.86351027,68.14122035,2.916333334,0.00095365,0.367866117,0.556879331,201.0660603,0.050579021,1.511154094,0.556707772,0.756847843,0.531804082,0.515027737,0.104241446,0.213531548,0.313882962,0.33076466,0.367406004
2014 CSSForbHNorthLower11_W,CSSForbHNorthLower11_W,CSS,2014,North,Lower,H,11,W,Forb,1,16.66666667,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthLower21_W,CSSForbHNorthLower21_W,CSS,2014,North,Lower,H,21,W,Forb,1,20.83333333,0,0,0,0,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthLower31_S,CSSForbHNorthLower31_S,CSS,2014,North,Lower,H,31,S,Forb,1,8.333333333,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthLower31_W,CSSForbHNorthLower31_W,CSS,2014,North,Lower,H,31,W,Forb,1,12.5,4.166666667,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthLower33_W,CSSForbHNorthLower33_W,CSS,2014,North,Lower,H,33,W,Forb,1,8.333333333,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper11_S,CSSForbHNorthUpper11_S,CSS,2014,North,Upper,H,11,S,Forb,2,16.66666667,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper11_W,CSSForbHNorthUpper11_W,CSS,2014,North,Upper,H,11,W,Forb,1,8.333333333,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper13_S,CSSForbHNorthUpper13_S,CSS,2014,North,Upper,H,13,S,Forb,2,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper21_S,CSSForbHNorthUpper21_S,CSS,2014,North,Upper,H,21,S,Forb,2,45.83333333,33.33333333,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,21.64955515,37.53143695,116.0467587,3.780909091,0.000808591,0.3281531,0.453707865,359.0842028,0.034527147,0.583180153,0.144092459,0.206436091,0.239813525,0.163634272,0.011360589,0.008091428,0.267458437,0.26014256,0.23028502
2014 CSSForbHNorthUpper21_W,CSSForbHNorthUpper21_W,CSS,2014,North,Upper,H,21,W,Forb,1,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper23_S,CSSForbHNorthUpper23_S,CSS,2014,North,Upper,H,23,S,Forb,2,8.333333333,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.013027285,100.515095,92.3982684,2.61,0.0000915,0.3893,0.624901295,154.0589267,0.055758029,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper23_W,CSSForbHNorthUpper23_W,CSS,2014,North,Upper,H,23,W,Forb,1,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46194504,66.6544047,56.35271621,2.756666667,0.0003695,0.337453333,0.560412557,197.3423886,0.055696316,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper31_S,CSSForbHNorthUpper31_S,CSS,2014,North,Upper,H,31,S,Forb,1,37.5,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper31_W,CSSForbHNorthUpper31_W,CSS,2014,North,Upper,H,31,W,Forb,1,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
2014 CSSForbHNorthUpper33_S,CSSForbHNorthUpper33_S,CSS,2014,North,Upper,H,33,S,Forb,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,22.26831616,34.61914018,122.016163,3.883333333,0.0008525,0.327223077,0.443037396,375.2583842,0.03241023,0,0,0,0,0,0,0,0,0,0
